date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:31:44	83/83	---M-Z	200	added ('OK')	text/plain	date:Sun,%2018%20Dec%202016%2022:19:55%20GMT	http://icit.github.io/robots.txt		(from )
17:31:44	17793/17793	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2022:19:55%20GMT	http://icit.github.io/	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/index.html	(from )
17:31:44	105332/105332	---M-Z	200	added ('OK')	text/css	date:Sun,%2018%20Dec%202016%2022:19:52%20GMT	http://icit.github.io/assets/css/bootstrap.min.css	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/assets/css/bootstrap.min.css	(from http://icit.github.io/)
17:31:44	23739/23739	---M-Z	200	added ('OK')	text/css	date:Sun,%2018%20Dec%202016%2022:19:52%20GMT	http://icit.github.io/assets/css/font-awesome.min.css	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/assets/css/font-awesome.min.css	(from http://icit.github.io/)
17:31:45	19785/19785	---M-Z	200	added ('OK')	text/css	date:Sun,%2018%20Dec%202016%2022:19:52%20GMT	http://icit.github.io/assets/css/social-buttons-3.css	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/assets/css/social-buttons-3.css	(from http://icit.github.io/)
17:31:45	5658/5658	---M-Z	200	added ('OK')	text/css	date:Sun,%2018%20Dec%202016%2022:19:52%20GMT	http://icit.github.io/assets/css/icit.css	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/assets/css/icit.css	(from http://icit.github.io/)
17:31:45	50605/50605	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2022:19:55%20GMT	http://icit.github.io/program/technical.html	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/program/technical.html	(from http://icit.github.io/)
17:31:45	21683/21683	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2022:19:55%20GMT	http://icit.github.io/program/keynotes.html	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/program/keynotes.html	(from http://icit.github.io/)
17:31:46	12960/12960	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2022:19:55%20GMT	http://icit.github.io/cfp/dates.html	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/cfp/dates.html	(from http://icit.github.io/)
17:31:46	17186/17186	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2022:19:55%20GMT	http://icit.github.io/cfp/general.html	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/cfp/general.html	(from http://icit.github.io/)
17:31:46	12697/12697	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2022:19:55%20GMT	http://icit.github.io/team/steering-committee.html	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/team/steering-committee.html	(from http://icit.github.io/)
17:31:47	29364/29364	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2022:19:55%20GMT	http://icit.github.io/team/organizing-committee.html	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/team/organizing-committee.html	(from http://icit.github.io/)
17:31:47	29589/29589	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2022:19:55%20GMT	http://icit.github.io/team/program-committee.html	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/team/program-committee.html	(from http://icit.github.io/)
17:31:47	13417/13417	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2022:19:55%20GMT	http://icit.github.io/team/supporters.html	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/team/supporters.html	(from http://icit.github.io/)
17:31:47	11118/11118	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2022:19:55%20GMT	http://icit.github.io/venue.html	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/venue.html	(from http://icit.github.io/)
17:31:48	5239/5239	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2022:19:52%20GMT	http://icit.github.io/archive/ICIT-2014/index.html	C:/Users/smohanty/Dropbox/SM_Working_DOC/Services/2016/ICIT_2016/Website_2017-01-13/ICIT_2017-01-13/icit.github.io/archive/ICIT-2014/index.html	(from http://icit.github.io/)
